wavelength_nm,maximum_dimension_um,effective_diameter_um,effective_radius_um,ice_habit,surface_roughness,mass_extinction_coefficient_m2_kg,single_scattering_albedo,asymmetry_parameter,source_dataset,source_version,source_record_provenance
600,92.5,28.123379146850084,14.061689573425042,8_columns,Rough003,117.97295512763034,0.99999998,0.7511,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,92.5,28.123379146850084,14.061689573425042,8_columns,Rough003,119.10447217303194,0.99999996,0.7518,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,92.5,28.123379146850084,14.061689573425042,8_columns,Rough003,118.34174991829309,0.9999999,0.7518,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,92.5,28.123379146850084,14.061689573425042,8_columns,Rough003,116.2847444221789,0.9999998,0.7523,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,95.0,28.883467401233823,14.441733700616911,8_columns,Rough003,114.86079871012429,0.99999999,0.7503,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,95.0,28.883467401233823,14.441733700616911,8_columns,Rough003,114.0259573429734,0.99999999,0.7506999999999999,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,95.0,28.883467401233823,14.441733700616911,8_columns,Rough003,115.829309047255,0.99999998,0.7505,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,95.0,28.883467401233823,14.441733700616911,8_columns,Rough003,114.91157621186518,0.99999996,0.7505,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,95.0,28.883467401233823,14.441733700616911,8_columns,Rough003,114.32361963415671,0.9999999,0.7523,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,95.0,28.883467401233823,14.441733700616911,8_columns,Rough003,114.6441816385108,0.99999981,0.7533,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,97.5,29.643557812122193,14.821778906061096,8_columns,Rough003,111.26930407232442,0.99999999,0.7512,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,97.5,29.643557812122193,14.821778906061096,8_columns,Rough003,112.24134952242893,0.99999999,0.75115,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,97.5,29.643557812122193,14.821778906061096,8_columns,Rough003,111.71075413623608,0.99999998,0.7519,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,97.5,29.643557812122193,14.821778906061096,8_columns,Rough003,110.2282986041111,0.99999996,0.7512,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,97.5,29.643557812122193,14.821778906061096,8_columns,Rough003,111.89215700374898,0.9999999,0.7527,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,97.5,29.643557812122193,14.821778906061096,8_columns,Rough003,112.08998181363941,0.99999981,0.7532,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,100.0,30.40365010631874,15.20182505315937,8_columns,Rough003,108.24006896503121,0.99999999,0.7514,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,100.0,30.40365010631874,15.20182505315937,8_columns,Rough003,108.7738896769975,0.99999999,0.7516,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,100.0,30.40365010631874,15.20182505315937,8_columns,Rough003,108.5146191659145,0.99999998,0.7517,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,100.0,30.40365010631874,15.20182505315937,8_columns,Rough003,108.51853055129646,0.99999996,0.7518,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,100.0,30.40365010631874,15.20182505315937,8_columns,Rough003,109.9006860971815,0.9999999,0.7526,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,100.0,30.40365010631874,15.20182505315937,8_columns,Rough003,109.02956623287396,0.99999982,0.7524,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,112.5,34.20411622799034,17.10205811399517,8_columns,Rough003,96.32663265403083,1.0,0.75,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,112.5,34.20411622799034,17.10205811399517,8_columns,Rough003,96.75707263022497,0.99999999,0.7504,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,112.5,34.20411622799034,17.10205811399517,8_columns,Rough003,96.8896280856156,0.99999998,0.7522,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,112.5,34.20411622799034,17.10205811399517,8_columns,Rough003,97.56111645707563,0.99999996,0.7532,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,112.5,34.20411622799034,17.10205811399517,8_columns,Rough003,97.2651448859305,0.99999991,0.7525,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,112.5,34.20411622799034,17.10205811399517,8_columns,Rough003,95.9315176844658,0.99999983,0.7527,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,125.0,38.004563990938884,19.002281995469442,8_columns,Rough003,87.03807696745498,1.0,0.7503,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,125.0,38.004563990938884,19.002281995469442,8_columns,Rough003,86.44945599186387,0.99999999,0.75095,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,125.0,38.004563990938884,19.002281995469442,8_columns,Rough003,87.00427657316936,0.99999999,0.7517,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,125.0,38.004563990938884,19.002281995469442,8_columns,Rough003,86.90013795866022,0.99999996,0.7527,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,125.0,38.004563990938884,19.002281995469442,8_columns,Rough003,87.16612937168155,0.99999992,0.7533,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,125.0,38.004563990938884,19.002281995469442,8_columns,Rough003,86.2321745065301,0.99999984,0.7533,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,137.5,41.80501116495808,20.90250558247904,8_columns,Rough003,78.54113775308235,1.0,0.7507,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,137.5,41.80501116495808,20.90250558247904,8_columns,Rough003,79.16501679820918,0.99999999,0.7516,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,137.5,41.80501116495808,20.90250558247904,8_columns,Rough003,78.91724513718165,0.99999999,0.7516,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,137.5,41.80501116495808,20.90250558247904,8_columns,Rough003,79.05023519940286,0.99999997,0.7522,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,137.5,41.80501116495808,20.90250558247904,8_columns,Rough003,79.67566569091285,0.99999992,0.7536,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,137.5,41.80501116495808,20.90250558247904,8_columns,Rough003,78.48908506396474,0.99999985,0.7529,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,150.0,45.60547269154559,22.802736345772797,8_columns,Rough003,72.06046647068389,1.0,0.7499,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,150.0,45.60547269154559,22.802736345772797,8_columns,Rough003,72.33347437023436,0.99999999,0.75125,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,150.0,45.60547269154559,22.802736345772797,8_columns,Rough003,72.39590948167724,0.99999999,0.7515,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,150.0,45.60547269154559,22.802736345772797,8_columns,Rough003,72.46047872831332,0.99999997,0.7524,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,150.0,45.60547269154559,22.802736345772797,8_columns,Rough003,72.62245420930655,0.99999993,0.7532,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,150.0,45.60547269154559,22.802736345772797,8_columns,Rough003,72.63099792364314,0.99999986,0.7537,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,162.5,49.405940017152176,24.702970008576088,8_columns,Rough003,66.69284134539373,1.0,0.7505,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,162.5,49.405940017152176,24.702970008576088,8_columns,Rough003,66.59108160881324,0.99999999,0.7517,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,162.5,49.405940017152176,24.702970008576088,8_columns,Rough003,66.52153668391088,0.99999999,0.7512,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,162.5,49.405940017152176,24.702970008576088,8_columns,Rough003,66.73305191968267,0.99999997,0.7528,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,162.5,49.405940017152176,24.702970008576088,8_columns,Rough003,66.5201494273751,0.99999993,0.7534,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,162.5,49.405940017152176,24.702970008576088,8_columns,Rough003,66.8477075135588,0.99999987,0.7531,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,175.0,53.206393320584,26.603196660292,8_columns,Rough003,61.860973573893844,1.0,0.7513,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,175.0,53.206393320584,26.603196660292,8_columns,Rough003,61.75305347444537,0.99999999,0.75085,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,175.0,53.206393320584,26.603196660292,8_columns,Rough003,62.16924512594913,0.99999999,0.7522,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,175.0,53.206393320584,26.603196660292,8_columns,Rough003,62.02678739731787,0.99999997,0.7524,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,175.0,53.206393320584,26.603196660292,8_columns,Rough003,62.151020177952354,0.99999993,0.7534,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,175.0,53.206393320584,26.603196660292,8_columns,Rough003,61.832572415055424,0.99999987,0.7545,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,187.5,57.006846791967256,28.503423395983628,8_columns,Rough003,57.43717748968213,1.0,0.7505,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,187.5,57.006846791967256,28.503423395983628,8_columns,Rough003,57.880543850635114,0.99999999,0.75125,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,187.5,57.006846791967256,28.503423395983628,8_columns,Rough003,57.889129170748326,0.99999999,0.7525,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,187.5,57.006846791967256,28.503423395983628,8_columns,Rough003,57.563024738854864,0.99999997,0.7526,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,187.5,57.006846791967256,28.503423395983628,8_columns,Rough003,58.09750108785413,0.99999994,0.7534,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,187.5,57.006846791967256,28.503423395983628,8_columns,Rough003,58.19750055508177,0.99999988,0.7549,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,200.0,60.80729722043871,30.403648610219356,8_columns,Rough003,54.09246914058165,1.0,0.7498,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,200.0,60.80729722043871,30.403648610219356,8_columns,Rough003,54.045711404431565,0.99999999,0.75105,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,200.0,60.80729722043871,30.403648610219356,8_columns,Rough003,54.13531414611409,0.99999999,0.7517,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,200.0,60.80729722043871,30.403648610219356,8_columns,Rough003,54.06797590422997,0.99999997,0.7535,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,200.0,60.80729722043871,30.403648610219356,8_columns,Rough003,54.22196989818398,0.99999994,0.7535,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,200.0,60.80729722043871,30.403648610219356,8_columns,Rough003,54.49968096405595,0.99999988,0.7536,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,212.5,64.60775696747224,32.30387848373612,8_columns,Rough003,50.93486201872698,1.0,0.7509,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,212.5,64.60775696747224,32.30387848373612,8_columns,Rough003,50.97717802428358,0.99999999,0.7519,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,212.5,64.60775696747224,32.30387848373612,8_columns,Rough003,51.12096281583307,0.99999999,0.7517,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,212.5,64.60775696747224,32.30387848373612,8_columns,Rough003,51.11722581136353,0.99999998,0.7526,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,212.5,64.60775696747224,32.30387848373612,8_columns,Rough003,50.63446357272344,0.99999994,0.7529,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,212.5,64.60775696747224,32.30387848373612,8_columns,Rough003,51.342322098198466,0.99999989,0.7538,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,225.0,68.40821409906444,34.20410704953222,8_columns,Rough003,47.85888323151206,1.0,0.751,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,225.0,68.40821409906444,34.20410704953222,8_columns,Rough003,48.090345419913774,0.99999999,0.75115,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,225.0,68.40821409906444,34.20410704953222,8_columns,Rough003,48.2874151554158,0.99999999,0.751,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,225.0,68.40821409906444,34.20410704953222,8_columns,Rough003,48.148793221222704,0.99999998,0.7523,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,225.0,68.40821409906444,34.20410704953222,8_columns,Rough003,48.128444213771125,0.99999994,0.7529,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,225.0,68.40821409906444,34.20410704953222,8_columns,Rough003,48.45579063834217,0.99999989,0.7552,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,237.5,72.20866672115484,36.10433336057742,8_columns,Rough003,45.734989993631295,1.0,0.751,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,237.5,72.20866672115484,36.10433336057742,8_columns,Rough003,45.59879120654655,0.999999995,0.751,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,237.5,72.20866672115484,36.10433336057742,8_columns,Rough003,45.52893051438373,0.99999999,0.7522,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,237.5,72.20866672115484,36.10433336057742,8_columns,Rough003,45.455277650014246,0.99999998,0.7522,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,237.5,72.20866672115484,36.10433336057742,8_columns,Rough003,45.76501475493765,0.99999995,0.7535,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,237.5,72.20866672115484,36.10433336057742,8_columns,Rough003,45.647634112727786,0.9999999,0.7543,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,250.0,76.00914229859679,38.00457114929839,8_columns,Rough003,43.22370407799487,1.0,0.7513,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,250.0,76.00914229859679,38.00457114929839,8_columns,Rough003,43.20422355389936,0.999999995,0.75115,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,250.0,76.00914229859679,38.00457114929839,8_columns,Rough003,43.42591458667112,0.99999999,0.7519,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,250.0,76.00914229859679,38.00457114929839,8_columns,Rough003,43.20835767749497,0.99999998,0.7529,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,250.0,76.00914229859679,38.00457114929839,8_columns,Rough003,43.31172367979624,0.99999995,0.7527,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,250.0,76.00914229859679,38.00457114929839,8_columns,Rough003,43.38585598354323,0.9999999,0.7538,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,262.5,79.80959601196736,39.90479800598368,8_columns,Rough003,41.384611123445936,1.0,0.7504,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,262.5,79.80959601196736,39.90479800598368,8_columns,Rough003,41.221695431594064,0.999999995,0.75135,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,262.5,79.80959601196736,39.90479800598368,8_columns,Rough003,41.14064647870125,0.99999999,0.7524,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,262.5,79.80959601196736,39.90479800598368,8_columns,Rough003,41.24578015356057,0.99999998,0.7525,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,262.5,79.80959601196736,39.90479800598368,8_columns,Rough003,41.33881305414618,0.99999995,0.7531,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,262.5,79.80959601196736,39.90479800598368,8_columns,Rough003,41.303330566980485,0.9999999,0.7537,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,275.0,83.61004359721016,41.80502179860508,8_columns,Rough003,39.40013886506567,1.0,0.7505,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,275.0,83.61004359721016,41.80502179860508,8_columns,Rough003,39.33376514929425,0.999999995,0.7514000000000001,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,275.0,83.61004359721016,41.80502179860508,8_columns,Rough003,39.32590031590979,0.99999999,0.753,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,275.0,83.61004359721016,41.80502179860508,8_columns,Rough003,39.42108632055009,0.99999998,0.7525,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,275.0,83.61004359721016,41.80502179860508,8_columns,Rough003,39.291566992262084,0.99999995,0.7528,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,275.0,83.61004359721016,41.80502179860508,8_columns,Rough003,39.35595689185144,0.99999991,0.7544,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,287.5,87.41050127528555,43.70525063764278,8_columns,Rough003,37.676566172179285,1.0,0.7508,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,287.5,87.41050127528555,43.70525063764278,8_columns,Rough003,37.57294967315667,0.999999995,0.75145,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,287.5,87.41050127528555,43.70525063764278,8_columns,Rough003,37.69753667919212,0.99999999,0.752,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,287.5,87.41050127528555,43.70525063764278,8_columns,Rough003,37.42990165947517,0.99999998,0.7537,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,287.5,87.41050127528555,43.70525063764278,8_columns,Rough003,37.63808905325273,0.99999995,0.7531,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,287.5,87.41050127528555,43.70525063764278,8_columns,Rough003,37.67386766503021,0.99999991,0.7537,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,300.0,91.2109743464901,45.60548717324505,8_columns,Rough003,36.066459039592495,1.0,0.7508,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,300.0,91.2109743464901,45.60548717324505,8_columns,Rough003,36.04705993618521,0.999999995,0.7517499999999999,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
600,300.0,91.2109743464901,45.60548717324505,8_columns,Rough003,36.22143845339932,0.99999999,0.7516,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
650,300.0,91.2109743464901,45.60548717324505,8_columns,Rough003,36.03186274636608,0.99999998,0.7528,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
700,300.0,91.2109743464901,45.60548717324505,8_columns,Rough003,35.94531193472333,0.99999995,0.7535,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
750,300.0,91.2109743464901,45.60548717324505,8_columns,Rough003,36.067822016257885,0.99999991,0.7542,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
550,312.5,95.01138921108185,47.505694605540924,8_columns,Rough003,34.52692824413182,1.0,0.7511,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,EXACT_SOURCE_WAVELENGTH
575,312.5,95.01138921108185,47.505694605540924,8_columns,Rough003,34.607383788295444,1.0,0.75095,TAMU_ICE_SINGLE_SCATTERING_V2,Yang2013_Bi2017_V2,LINEAR_WAVELENGTH_INTERPOLATION_WITHIN_SOURCE_GRID:0.570000-0.580000um
