wavelength_nm,gas,sigma_cm2_molecule,temperature_k,pressure_hpa,spectroscopy_source,source_table,band_half_width_nm,wavenumber_step_cm-1
575.0,O2,1.699433346106507e-29,280.0,900.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
600.0,O2,0.0,280.0,900.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
650.0,O2,8.376399220548482e-33,280.0,900.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
700.0,O2,1.9072451686698196e-26,280.0,900.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
750.0,O2,2.6485812138118663e-25,280.0,900.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
575.0,O2,1.699435414329873e-29,280.0,1000.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
600.0,O2,0.0,280.0,1000.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
650.0,O2,8.379599654484936e-33,280.0,1000.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
700.0,O2,1.9076077058858208e-26,280.0,1000.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
750.0,O2,2.648934335991198e-25,280.0,1000.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
575.0,O2,1.715179790393233e-29,293.0,100.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
600.0,O2,0.0,293.0,100.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
650.0,O2,1.2756978498286312e-32,293.0,100.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
700.0,O2,1.9057418591078e-26,293.0,100.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
750.0,O2,2.6643910147305714e-25,293.0,100.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
575.0,O2,1.7030804795393815e-29,293.0,300.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
600.0,O2,0.0,293.0,300.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
650.0,O2,1.2708865004780113e-32,293.0,300.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
700.0,O2,1.8906286630071464e-26,293.0,300.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
750.0,O2,2.64318852600316e-25,293.0,300.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
575.0,O2,1.6993370570157053e-29,293.0,500.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
600.0,O2,0.0,293.0,500.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
650.0,O2,1.266053835986048e-32,293.0,500.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
700.0,O2,1.8901801843930313e-26,293.0,500.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
750.0,O2,2.6426320090751754e-25,293.0,500.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
575.0,O2,1.699314092431591e-29,293.0,700.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
600.0,O2,0.0,293.0,700.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
650.0,O2,1.2653541126318688e-32,293.0,700.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
700.0,O2,1.8907609179731276e-26,293.0,700.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
750.0,O2,2.6431156937069157e-25,293.0,700.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
575.0,O2,1.6993113800596598e-29,293.0,900.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
600.0,O2,0.0,293.0,900.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
650.0,O2,1.2664940914343448e-32,293.0,900.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
700.0,O2,1.891394091305318e-26,293.0,900.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
750.0,O2,2.6436294828938424e-25,293.0,900.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
575.0,O2,1.6993147733541356e-29,293.0,1000.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
600.0,O2,0.0,293.0,1000.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
650.0,O2,1.2670086049642223e-32,293.0,1000.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
700.0,O2,1.8917238744301725e-26,293.0,1000.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
750.0,O2,2.6439166471055835e-25,293.0,1000.0,HITRAN_HAPI_VOIGT_LOCAL,O2_560_765,12.5,0.02
575.0,O3,4.5033605774e-21,220.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.7867474976e-21,220.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4545225848e-21,220.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.4816676724e-22,220.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.6250446668000003e-22,220.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.5033605774e-21,220.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.7867474976e-21,220.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4545225848e-21,220.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.4816676724e-22,220.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.6250446668000003e-22,220.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.5033605774e-21,220.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.7867474976e-21,220.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4545225848e-21,220.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.4816676724e-22,220.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.6250446668000003e-22,220.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.5033605774e-21,220.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.7867474976e-21,220.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4545225848e-21,220.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.4816676724e-22,220.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.6250446668000003e-22,220.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.5033605774e-21,220.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.7867474976e-21,220.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4545225848e-21,220.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.4816676724e-22,220.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.6250446668000003e-22,220.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.5033605774e-21,220.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.7867474976e-21,220.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4545225848e-21,220.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.4816676724e-22,220.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.6250446668000003e-22,220.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_213-223K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4989023728000004e-21,250.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.7741168448000006e-21,250.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4614615802000004e-21,250.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.615311162599999e-22,250.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.6728236120000006e-22,250.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4989023728000004e-21,250.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.7741168448000006e-21,250.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4614615802000004e-21,250.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.615311162599999e-22,250.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.6728236120000006e-22,250.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4989023728000004e-21,250.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.7741168448000006e-21,250.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4614615802000004e-21,250.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.615311162599999e-22,250.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.6728236120000006e-22,250.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4989023728000004e-21,250.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.7741168448000006e-21,250.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4614615802000004e-21,250.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.615311162599999e-22,250.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.6728236120000006e-22,250.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4989023728000004e-21,250.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.7741168448000006e-21,250.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4614615802000004e-21,250.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.615311162599999e-22,250.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.6728236120000006e-22,250.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4989023728000004e-21,250.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.7741168448000006e-21,250.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4614615802000004e-21,250.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.615311162599999e-22,250.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.6728236120000006e-22,250.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_243-253K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4908025249999996e-21,280.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.761947802200001e-21,280.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4837961988000004e-21,280.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.858886197399999e-22,280.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.7504798344e-22,280.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4908025249999996e-21,280.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.761947802200001e-21,280.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4837961988000004e-21,280.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.858886197399999e-22,280.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.7504798344e-22,280.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4908025249999996e-21,280.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.761947802200001e-21,280.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4837961988000004e-21,280.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.858886197399999e-22,280.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.7504798344e-22,280.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4908025249999996e-21,280.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.761947802200001e-21,280.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4837961988000004e-21,280.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.858886197399999e-22,280.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.7504798344e-22,280.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4908025249999996e-21,280.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.761947802200001e-21,280.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4837961988000004e-21,280.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.858886197399999e-22,280.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.7504798344e-22,280.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4908025249999996e-21,280.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.761947802200001e-21,280.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.4837961988000004e-21,280.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.858886197399999e-22,280.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.7504798344e-22,280.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_LINEAR_T_273-283K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4912234380000005e-21,293.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.754118112e-21,293.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.486187752e-21,293.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.934863269999998e-22,293.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.7819632340000004e-22,293.0,100.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4912234380000005e-21,293.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.754118112e-21,293.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.486187752e-21,293.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.934863269999998e-22,293.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.7819632340000004e-22,293.0,300.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4912234380000005e-21,293.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.754118112e-21,293.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.486187752e-21,293.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.934863269999998e-22,293.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.7819632340000004e-22,293.0,500.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4912234380000005e-21,293.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.754118112e-21,293.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.486187752e-21,293.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.934863269999998e-22,293.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.7819632340000004e-22,293.0,700.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4912234380000005e-21,293.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.754118112e-21,293.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.486187752e-21,293.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.934863269999998e-22,293.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.7819632340000004e-22,293.0,900.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
575.0,O3,4.4912234380000005e-21,293.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
600.0,O3,4.754118112e-21,293.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
650.0,O3,2.486187752e-21,293.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
700.0,O3,8.934863269999998e-22,293.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
750.0,O3,3.7819632340000004e-22,293.0,1000.0,SERDYUCHENKO_GORSHELEV_XSC_293K,O3_SerdyuchenkoGorshelev_213_1100nm.dat,12.5,
